日期,收盘,开盘,高,低,交易量,涨跌幅
2020年7月23日,3284.11 ,3263.07 ,"3,303.43","3,224.51",5.57B,-0.22%
2020年7月22日,3291.36 ,3278.74 ,"3,354.72","3,273.81",5.44B,0.14%
2020年7月21日,3286.81 ,3302.72 ,"3,305.20","3,272.47",4.45B,-0.03%
2020年7月20日,3287.92 ,3219.92 ,"3,293.63","3,189.47",6.30B,3.20%
2020年7月17日,3185.89 ,3181.70 ,"3,223.54","3,151.22",4.94B,0.75%
2020年7月16日,3162.03 ,3313.56 ,"3,326.69","3,162.03",7.47B,-4.58%
2020年7月15日,3313.76 ,3363.92 ,"3,374.29","3,303.15",7.04B,-1.02%
2020年7月14日,3348.03 ,3374.07 ,"3,391.90","3,310.89",7.68B,-1.24%
2020年7月13日,3390.11 ,3338.71 ,"3,421.94","3,327.70",8.00B,1.14%
2020年7月10日,3351.78 ,3404.00 ,"3,411.09","3,338.59",7.90B,-2.62%
2020年7月9日,3442.02 ,3426.60 ,"3,451.93","3,403.73",8.49B,0.35%
2020年7月8日,3429.94 ,3378.11 ,"3,466.63","3,371.59",9.15B,1.42%
2020年7月7日,3381.76 ,3438.86 ,"3,465.47","3,381.76",10.86B,0.23%
2020年7月6日,3374.14 ,3198.74 ,"3,384.87","3,198.74",12.22B,6.80%
2020年7月3日,3159.16 ,3101.39 ,"3,159.17","3,101.26",7.82B,2.43%
2020年7月2日,3084.24 ,3005.36 ,"3,088.96","3,003.78",6.72B,2.47%
2020年7月1日,3009.86 ,2950.49 ,"3,010.36","2,941.38",4.27B,2.30%
2020年6月30日,2942.07 ,2933.93 ,"2,951.12","2,928.68",2.70B,0.57%
2020年6月29日,2925.48 ,2935.54 ,"2,942.49","2,909.45",3.25B,-0.61%
2020年6月24日,2943.47 ,2928.52 ,"2,947.19","2,926.84",3.02B,0.62%
2020年6月23日,2925.42 ,2913.01 ,"2,929.80","2,902.12",2.75B,0.12%
2020年6月22日,2921.89 ,2921.30 ,"2,947.61","2,912.49",3.73B,-0.14%
2020年6月19日,2925.94 ,2891.31 ,"2,933.90","2,888.92",3.71B,1.28%
2020年6月18日,2888.96 ,2872.17 ,"2,892.12","2,860.50",2.76B,0.27%
2020年6月17日,2881.13 ,2879.85 ,"2,882.10","2,864.16",2.22B,0.07%
2020年6月16日,2878.99 ,2867.71 ,"2,879.53","2,861.01",2.42B,1.42%
2020年6月15日,2838.61 ,2862.49 ,"2,875.03","2,838.61",2.93B,-1.58%
2020年6月12日,2884.12 ,2840.80 ,"2,884.99","2,837.55",3.41B,0.26%
2020年6月11日,2876.51 ,2899.49 ,"2,907.66","2,867.20",2.90B,-1.10%
2020年6月10日,2908.48 ,2925.17 ,"2,925.17","2,905.21",2.27B,-0.68%
2020年6月9日,2928.30 ,2911.95 ,"2,931.54","2,905.84",2.44B,0.64%
2020年6月8日,2909.59 ,2907.68 ,"2,925.20","2,904.03",2.93B,0.46%
2020年6月5日,2896.35 ,2886.23 ,"2,896.35","2,871.87",2.13B,0.45%
2020年6月4日,2883.36 ,2900.96 ,"2,902.90","2,876.44",2.19B,-0.20%
2020年6月3日,2889.11 ,2900.87 ,"2,922.78","2,889.08",2.78B,0.11%
2020年6月2日,2885.92 ,2864.53 ,"2,890.81","2,862.68",2.67B,0.54%
2020年6月1日,2870.36 ,2832.22 ,"2,873.05","2,832.22",2.84B,2.27%
2020年5月29日,2806.66 ,2791.62 ,"2,813.82","2,788.87",2.15B,-0.11%
2020年5月28日,2809.66 ,2797.37 ,"2,830.46","2,785.32",2.29B,0.51%
2020年5月27日,2795.48 ,2810.47 ,"2,814.56","2,790.84",1.98B,-0.48%
2020年5月26日,2808.84 ,2806.25 ,"2,811.83","2,796.85",1.81B,0.69%
2020年5月25日,2789.71 ,2784.43 ,"2,789.82","2,762.30",1.87B,0.50%
2020年5月22日,2775.81 ,2840.88 ,"2,841.11","2,775.31",2.60B,-2.49%
2020年5月21日,2846.82 ,2866.74 ,"2,867.91","2,844.14",1.91B,-0.33%
2020年5月20日,2856.14 ,2861.59 ,"2,864.67","2,847.26",1.99B,-0.16%
2020年5月19日,2860.67 ,2869.23 ,"2,872.70","2,854.89",2.27B,0.83%
2020年5月18日,2837.17 ,2821.73 ,"2,849.85","2,813.26",2.26B,0.62%
2020年5月15日,2819.69 ,2845.91 ,"2,849.17","2,818.37",1.95B,-0.52%
2020年5月14日,2834.53 ,2854.78 ,"2,854.78","2,833.95",1.98B,-1.16%
2020年5月13日,2867.71 ,2860.82 ,"2,869.70","2,845.34",1.83B,-0.07%
2020年5月12日,2869.60 ,2871.31 ,"2,880.50","2,855.02",2.13B,-0.08%
2020年5月11日,2871.85 ,2876.77 ,"2,897.99","2,864.96",2.53B,-0.04%
2020年5月8日,2873.01 ,2864.86 ,"2,883.69","2,858.11",2.70B,0.65%
2020年5月7日,2854.42 ,2860.96 ,"2,863.16","2,845.66",2.39B,-0.33%
2020年5月6日,2863.85 ,2823.29 ,"2,865.11","2,823.27",3.55B,0.07%
2020年4月30日,2861.91 ,2851.14 ,"2,882.70","2,851.14",3.04B,0.60%
2020年4月29日,2844.81 ,2814.60 ,"2,852.10","2,814.07",2.54B,0.70%
2020年4月28日,2825.14 ,2814.23 ,"2,832.06","2,781.15",2.71B,0.71%
2020年4月27日,2805.22 ,2786.47 ,"2,818.54","2,783.17",2.31B,1.05%
2020年4月24日,2776.02 ,2789.05 ,"2,789.05","2,770.34",1.99B,-0.77%
2020年4月23日,2797.66 ,2813.73 ,"2,820.24","2,794.46",2.45B,-0.23%
2020年4月22日,2804.24 ,2774.44 ,"2,804.24","2,768.40",2.07B,0.71%
2020年4月21日,2784.53 ,2808.91 ,"2,808.91","2,767.27",2.49B,-1.25%
2020年4月20日,2819.79 ,2812.80 ,"2,821.01","2,799.92",2.76B,0.38%
2020年4月17日,2809.08 ,2790.83 ,"2,825.96","2,782.71",3.49B,1.47%
2020年4月16日,2768.26 ,2751.69 ,"2,771.43","2,750.29",2.30B,0.14%
2020年4月15日,2764.49 ,2783.28 ,"2,788.09","2,761.44",2.31B,-0.76%
2020年4月14日,2785.72 ,2756.50 ,"2,785.80","2,745.99",2.67B,1.70%
2020年4月13日,2739.17 ,2740.09 ,"2,749.48","2,731.03",1.92B,-0.39%
2020年4月10日,2749.85 ,2755.20 ,"2,787.28","2,742.52",2.54B,-0.10%
2020年4月9日,2752.59 ,2754.72 ,"2,760.59","2,749.42",2.38B,0.32%
2020年4月8日,2743.89 ,2742.36 ,"2,753.49","2,736.09",2.54B,-0.49%
2020年4月7日,2757.41 ,2756.27 ,"2,762.31","2,743.16",3.60B,1.79%
2020年4月3日,2708.82 ,2707.82 ,"2,720.84","2,697.83",2.44B,-0.41%
2020年4月2日,2719.89 ,2667.94 ,"2,719.89","2,665.81",2.87B,1.41%
2020年4月1日,2682.08 ,2684.50 ,"2,722.32","2,680.08",2.75B,-0.27%
2020年3月31日,2689.38 ,2713.50 ,"2,716.02","2,684.21",3.03B,-0.02%
2020年3月30日,2690.04 ,2667.12 ,"2,696.33","2,664.72",3.40B,-0.42%
2020年3月27日,2701.44 ,2722.47 ,"2,733.52","2,701.44",3.54B,0.45%
2020年3月26日,2689.28 ,2676.62 ,"2,716.34","2,673.44",2.82B,-0.40%
2020年3月25日,2700.19 ,2700.10 ,"2,711.12","2,681.09",3.85B,2.30%
2020年3月24日,2639.38 ,2608.24 ,"2,641.87","2,592.60",3.69B,3.12%
2020年3月23日,2559.62 ,2548.85 ,"2,586.11","2,548.00",3.25B,-2.62%
2020年3月20日,2628.42 ,2597.98 ,"2,636.14","2,580.36",3.72B,2.28%
2020年3月19日,2569.79 ,2611.75 ,"2,630.05","2,517.30",4.95B,-2.13%
2020年3月18日,2625.75 ,2695.42 ,"2,724.30","2,625.60",3.77B,-2.23%
2020年3月17日,2685.59 ,2696.70 ,"2,734.80","2,629.18",4.15B,-0.31%
2020年3月16日,2694.02 ,2800.00 ,"2,800.18","2,689.90",4.70B,-3.74%
2020年3月13日,2798.77 ,2720.61 ,"2,826.72","2,715.14",4.91B,-1.52%
2020年3月12日,2841.98 ,2858.51 ,"2,866.14","2,828.29",3.70B,-1.61%
2020年3月11日,2888.36 ,2927.83 ,"2,927.83","2,888.36",3.64B,-1.23%
2020年3月10日,2924.22 ,2859.87 ,"2,935.09","2,852.93",4.81B,1.93%
2020年3月9日,2868.83 ,2908.63 ,"2,908.63","2,864.49",5.89B,-3.24%
2020年3月6日,2964.83 ,2989.76 ,"2,999.49","2,962.40",4.19B,-1.76%
2020年3月5日,3018.07 ,2966.69 ,"3,023.12","2,956.65",6.05B,2.39%
2020年3月4日,2947.57 ,2921.07 ,"2,949.57","2,919.37",4.26B,0.89%
2020年3月3日,2921.44 ,2941.68 ,"2,948.55","2,910.76",5.32B,0.47%
2020年3月2日,2907.89 ,2837.77 ,"2,922.95","2,837.77",5.49B,3.08%
2020年2月28日,2821.04 ,2860.28 ,"2,880.79","2,818.43",5.85B,-3.12%
2020年2月27日,2912.04 ,2904.87 ,"2,927.20","2,903.75",4.22B,0.36%
2020年2月26日,2901.67 ,2877.46 ,"2,930.02","2,872.83",6.30B,-0.26%
2020年2月25日,2909.32 ,2891.98 ,"2,912.16","2,869.64",5.32B,-0.71%
2020年2月24日,2930.03 ,2949.98 ,"2,953.29","2,922.16",4.86B,-1.28%
2020年2月21日,2968.14 ,2965.60 ,"2,991.06","2,959.51",4.69B,-0.34%
2020年2月20日,2978.18 ,2931.37 ,"2,981.27","2,920.80",5.02B,1.86%
2020年2月19日,2923.76 ,2917.12 ,"2,942.35","2,914.59",4.03B,-0.02%
2020年2月18日,2924.40 ,2940.65 ,"2,944.43","2,914.96",3.81B,-0.87%
2020年2月17日,2950.07 ,2901.69 ,"2,950.28","2,898.59",4.53B,1.90%
2020年2月14日,2895.06 ,2870.71 ,"2,900.20","2,870.63",3.51B,0.68%
2020年2月13日,2875.48 ,2898.40 ,"2,906.72","2,871.26",3.74B,-0.69%
2020年2月12日,2895.59 ,2876.67 ,"2,895.93","2,870.77",3.12B,0.55%
2020年2月11日,2879.86 ,2858.92 ,"2,893.07","2,854.07",3.60B,1.05%
2020年2月10日,2850.06 ,2826.80 ,"2,854.83","2,817.77",3.37B,-0.06%
2020年2月7日,2851.71 ,2836.80 ,"2,851.82","2,819.67",3.44B,-0.11%
2020年2月6日,2854.89 ,2829.51 ,"2,866.39","2,809.37",4.21B,1.49%
2020年2月5日,2812.90 ,2803.74 ,"2,833.21","2,782.42",4.42B,0.65%
2020年2月4日,2794.66 ,2724.13 ,"2,796.71","2,724.13",5.70B,2.48%
2020年2月3日,2727.09 ,2676.01 ,"2,755.84","2,676.01",5.86B,-7.00%
2020年1月23日,2932.49 ,2993.77 ,"2,993.77","2,910.39",4.28B,-2.83%
2020年1月22日,3017.88 ,2996.81 ,"3,023.90","2,965.66",3.32B,0.19%
2020年1月21日,3012.11 ,3048.95 ,"3,050.82","3,011.18",3.28B,-1.76%
2020年1月20日,3065.99 ,3070.67 ,"3,072.29","3,054.45",2.73B,0.42%
2020年1月17日,3053.17 ,3054.04 ,"3,067.56","3,042.59",2.33B,0.33%
2020年1月16日,3043.09 ,3067.95 ,"3,068.20","3,039.07",2.83B,-0.49%
2020年1月15日,3058.01 ,3078.25 ,"3,086.97","3,052.70",2.81B,-0.73%
2020年1月14日,3080.60 ,3097.72 ,"3,108.18","3,078.46",3.51B,-0.31%
2020年1月13日,3090.13 ,3069.68 ,"3,090.13","3,054.88",2.93B,0.73%
2020年1月10日,3067.88 ,3079.08 ,"3,081.96","3,058.16",2.85B,0.01%
2020年1月9日,3067.55 ,3060.77 ,"3,071.54","3,055.99",3.32B,0.98%
2020年1月8日,3037.85 ,3058.36 ,"3,058.70","3,030.10",3.77B,-1.18%
2020年1月7日,3074.02 ,3063.75 ,"3,080.27","3,061.56",3.44B,0.56%
2020年1月6日,3056.84 ,3062.28 ,"3,090.84","3,040.19",4.77B,-0.70%
2020年1月3日,3078.28 ,3097.25 ,"3,097.41","3,072.11",3.72B,-0.41%
2020年1月2日,3090.83 ,3073.93 ,"3,107.52","3,073.93",5.00B,0.90%
2019年12月31日,3063.22 ,3057.30 ,"3,065.38","3,043.93",3.11B,0.02%
2019年12月30日,3062.75 ,3016.20 ,"3,065.25","3,007.96",4.37B,1.49%
2019年12月27日,3017.78 ,3012.03 ,"3,047.61","3,012.03",3.44B,0.20%
2019年12月26日,3011.64 ,2986.31 ,"3,011.64","2,985.53",2.31B,0.86%
2019年12月25日,2986.00 ,2993.36 ,"2,993.56","2,976.91",2.14B,-0.36%
2019年12月24日,2996.76 ,2985.62 ,"2,999.08","2,982.42",2.23B,0.42%
2019年12月23日,2984.24 ,3015.29 ,"3,028.56","2,982.02",2.75B,-0.94%
2019年12月20日,3012.63 ,3022.12 ,"3,033.56","3,009.38",2.51B,-0.17%
2019年12月19日,3017.71 ,3027.67 ,"3,029.70","3,009.87",2.69B,-0.27%
2019年12月18日,3025.78 ,3031.89 ,"3,041.83","3,020.95",3.25B,-0.24%
2019年12月17日,3033.14 ,3000.78 ,"3,053.83","2,991.08",4.73B,1.13%
2019年12月16日,2999.20 ,2999.50 ,"2,999.53","2,983.19",3.34B,-0.24%
2019年12月13日,3006.31 ,2968.86 ,"3,006.31","2,967.85",4.19B,2.32%
2019年12月12日,2938.04 ,2954.40 ,"2,954.40","2,934.00",2.07B,-0.39%
2019年12月11日,2949.65 ,2947.54 ,"2,953.94","2,934.04",2.36B,0.43%
2019年12月10日,2936.99 ,2925.95 ,"2,937.78","2,923.75",2.02B,0.13%
2019年12月9日,2933.04 ,2944.16 ,"2,945.27","2,923.79",2.50B,-0.23%
2019年12月6日,2939.82 ,2928.36 ,"2,939.82","2,922.43",2.14B,0.61%
2019年12月5日,2921.95 ,2912.94 ,"2,927.34","2,907.77",2.25B,0.72%
2019年12月4日,2901.07 ,2902.13 ,"2,903.94","2,887.84",1.94B,-0.29%
2019年12月3日,2909.62 ,2892.42 ,"2,909.95","2,876.52",1.91B,0.35%
2019年12月2日,2899.44 ,2896.51 ,"2,913.74","2,893.42",2.13B,0.16%
2019年11月29日,2894.72 ,2923.45 ,"2,927.25","2,879.93",2.08B,-1.22%
2019年11月28日,2930.48 ,2945.34 ,"2,952.26","2,922.55",1.78B,-0.47%
2019年11月27日,2944.32 ,2948.34 ,"2,953.39","2,933.28",2.04B,-0.08%
2019年11月26日,2946.57 ,2962.37 ,"2,965.39","2,943.55",3.02B,-0.16%
2019年11月25日,2951.25 ,2926.15 ,"2,951.79","2,925.40",3.33B,0.99%
2019年11月22日,2922.27 ,2952.77 ,"2,967.78","2,913.18",2.68B,-0.92%
2019年11月21日,2949.34 ,2957.07 ,"2,957.35","2,940.15",2.19B,-0.63%
2019年11月20日,2968.12 ,2991.42 ,"2,996.51","2,962.71",2.25B,-1.09%
2019年11月19日,3000.75 ,2973.57 ,"3,000.75","2,973.57",2.43B,0.66%
2019年11月18日,2980.95 ,2954.78 ,"2,985.97","2,949.47",2.39B,0.89%
2019年11月15日,2954.70 ,2972.48 ,"2,976.37","2,953.76",2.20B,-0.47%
2019年11月14日,2968.57 ,2975.48 ,"2,980.70","2,964.92",2.21B,0.03%
2019年11月13日,2967.67 ,2967.62 ,"2,976.26","2,955.10",2.26B,-0.12%
2019年11月12日,2971.36 ,2973.00 ,"2,978.17","2,954.78",2.05B,0.19%
2019年11月11日,2965.71 ,2995.14 ,"2,995.14","2,962.68",2.85B,-1.55%
2019年11月8日,3012.46 ,3052.69 ,"3,055.60","3,011.37",2.83B,-0.69%
2019年11月7日,3033.30 ,3034.16 ,"3,044.72","3,021.69",2.33B,0.02%
2019年11月6日,3032.79 ,3041.42 ,"3,045.46","3,024.75",2.92B,-0.24%
2019年11月5日,3039.98 ,3024.87 ,"3,065.93","3,015.80",3.84B,0.59%
2019年11月4日,3022.27 ,3012.94 ,"3,025.64","3,011.20",3.09B,0.65%
2019年11月1日,3002.65 ,2953.74 ,"3,005.18","2,947.60",2.89B,1.62%
2019年10月31日,2954.73 ,2964.91 ,"2,966.59","2,948.33",2.63B,0.09%
2019年10月30日,2952.12 ,2966.76 ,"2,971.90","2,946.97",2.18B,-0.54%
2019年10月29日,2968.28 ,2982.45 ,"2,984.35","2,968.21",2.18B,-0.44%
2019年10月28日,2981.36 ,2967.63 ,"2,984.94","2,962.40",2.85B,0.48%
2019年10月25日,2967.05 ,2955.51 ,"2,970.54","2,935.06",2.45B,0.27%
2019年10月24日,2959.03 ,2963.34 ,"2,976.37","2,945.68",2.45B,0.16%
2019年10月23日,2954.31 ,2969.98 ,"2,977.68","2,945.84",2.26B,-0.64%
2019年10月22日,2973.22 ,2983.84 ,"2,983.84","2,956.90",2.10B,0.15%
2019年10月21日,2968.91 ,2957.97 ,"2,973.79","2,950.30",2.42B,0.19%
2019年10月18日,2963.18 ,3020.01 ,"3,027.61","2,961.13",2.46B,-1.61%
2019年10月17日,3011.75 ,3009.69 ,"3,018.65","2,997.84",1.89B,0.23%
2019年10月16日,3004.72 ,3015.17 ,"3,043.45","2,999.38",2.63B,-0.35%
2019年10月15日,3015.42 ,3018.86 ,"3,019.29","3,005.87",2.54B,0.06%
2019年10月14日,3013.53 ,3007.36 ,"3,040.50","2,997.66",4.25B,1.02%
2019年10月11日,2983.12 ,2952.47 ,"2,989.75","2,945.01",3.12B,1.44%
2019年10月10日,2940.80 ,2917.82 ,"2,944.02","2,910.35",2.20B,0.61%
2019年10月9日,2922.98 ,2908.17 ,"2,931.64","2,896.26",2.61B,0.02%
2019年10月8日,2922.35 ,2898.53 ,"2,938.87","2,898.53",2.50B,0.85%
2019年9月30日,2897.70 ,2917.07 ,"2,933.51","2,897.68",1.92B,-1.08%
2019年9月27日,2929.47 ,2929.32 ,"2,934.33","2,916.07",2.30B,0.05%
2019年9月26日,2927.88 ,2939.68 ,"2,952.87","2,926.54",3.15B,-0.03%
2019年9月25日,2928.84 ,2930.14 ,"2,942.00","2,923.15",2.25B,-0.38%
2019年9月24日,2940.08 ,2936.95 ,"2,956.29","2,929.60",2.27B,0.31%
2019年9月23日,2930.91 ,2955.26 ,"2,955.26","2,916.43",2.38B,-1.10%
2019年9月20日,2963.43 ,2964.92 ,"2,970.72","2,956.92",3.02B,0.22%
2019年9月19日,2956.83 ,2965.03 ,"2,965.11","2,941.66",2.09B,0.08%
2019年9月18日,2954.36 ,2947.97 ,"2,967.86","2,947.68",2.34B,0.59%
2019年9月17日,2937.01 ,2974.01 ,"2,974.01","2,929.31",3.07B,-1.52%
2019年9月16日,2982.45 ,3003.65 ,"3,004.88","2,972.58",3.25B,-0.57%
2019年9月12日,2999.56 ,2970.01 ,"3,001.23","2,963.45",3.18B,1.43%
2019年9月11日,2957.14 ,2978.97 ,"2,980.66","2,946.57",3.52B,-0.43%
2019年9月10日,2969.80 ,2987.51 ,"2,988.06","2,958.31",3.60B,-0.40%
2019年9月9日,2981.59 ,3004.80 ,"3,008.67","2,974.23",3.87B,0.02%
2019年9月6日,2981.07 ,2974.80 ,"2,981.24","2,955.82",3.15B,0.85%
2019年9月5日,2955.84 ,2938.14 ,"2,988.21","2,938.14",5.29B,1.24%
2019年9月4日,2919.68 ,2888.97 ,"2,919.68","2,887.59",3.76B,0.95%
2019年9月3日,2892.18 ,2897.29 ,"2,900.76","2,878.10",2.59B,-0.10%
2019年9月2日,2894.96 ,2871.29 ,"2,902.41","2,866.75",2.98B,0.79%
2019年8月30日,2872.40 ,2878.21 ,"2,886.35","2,856.03",2.59B,0.59%
2019年8月29日,2855.45 ,2867.77 ,"2,871.63","2,843.28",2.24B,-0.40%
2019年8月28日,2867.03 ,2883.35 ,"2,887.85","2,860.71",2.36B,-0.70%
2019年8月27日,2887.24 ,2883.42 ,"2,915.84","2,881.00",3.57B,0.83%
2019年8月26日,2863.48 ,2869.46 ,"2,882.45","2,854.51",2.64B,-1.85%
2019年8月23日,2917.38 ,2880.57 ,"2,923.93","2,876.02",2.41B,1.37%
2019年8月22日,2878.00 ,2878.73 ,"2,881.06","2,862.44",2.05B,0.31%
2019年8月21日,2869.22 ,2868.63 ,"2,875.01","2,864.81",2.16B,-0.22%
2019年8月20日,2875.65 ,2869.16 ,"2,883.55","2,864.71",2.98B,-0.05%
2019年8月19日,2877.23 ,2839.25 ,"2,877.47","2,823.87",4.19B,1.88%
2019年8月16日,2824.23 ,2817.27 ,"2,846.26","2,805.81",2.41B,0.35%
2019年8月15日,2814.39 ,2758.74 ,"2,815.15","2,756.38",2.53B,0.36%
2019年8月14日,2804.36 ,2827.04 ,"2,831.34","2,803.86",2.61B,0.41%
2019年8月13日,2792.91 ,2807.96 ,"2,812.49","2,787.12",2.15B,-1.13%
2019年8月12日,2824.80 ,2787.44 ,"2,825.09","2,782.77",2.21B,1.90%
2019年8月9日,2772.15 ,2800.44 ,"2,802.81","2,767.14",2.54B,-0.53%
2019年8月8日,2786.87 ,2771.45 ,"2,790.14","2,768.71",2.94B,1.44%
2019年8月7日,2747.25 ,2771.24 ,"2,773.94","2,747.25",2.46B,-0.49%
2019年8月6日,2760.68 ,2736.68 ,"2,771.79","2,718.21",3.69B,-0.93%
2019年8月5日,2786.72 ,2823.35 ,"2,828.48","2,785.90",2.84B,-2.01%
2019年8月2日,2843.77 ,2837.37 ,"2,852.12","2,831.66",2.99B,-1.53%
2019年8月1日,2887.87 ,2901.15 ,"2,909.47","2,880.30",2.43B,-0.85%
2019年7月31日,2912.66 ,2931.85 ,"2,932.65","2,906.71",2.39B,-1.07%
2019年7月30日,2944.03 ,2939.14 ,"2,958.30","2,938.90",2.27B,0.46%
2019年7月29日,2930.49 ,2936.64 ,"2,938.73","2,922.68",2.24B,-0.30%
2019年7月26日,2939.35 ,2918.11 ,"2,943.07","2,918.01",2.35B,0.28%
2019年7月25日,2931.18 ,2911.01 ,"2,931.18","2,903.31",2.29B,0.85%
2019年7月24日,2906.55 ,2894.94 ,"2,923.40","2,894.59",2.60B,0.88%
2019年7月23日,2881.10 ,2885.70 ,"2,889.39","2,871.51",2.04B,-0.03%
2019年7月22日,2881.90 ,2897.79 ,"2,905.35","2,872.53",2.36B,-0.47%
2019年7月19日,2895.62 ,2875.96 ,"2,906.55","2,875.90",2.25B,1.28%
2019年7月18日,2859.16 ,2869.73 ,"2,872.24","2,859.07",1.95B,-0.55%
2019年7月17日,2875.03 ,2877.49 ,"2,892.34","2,866.47",1.81B,-0.33%
2019年7月16日,2884.56 ,2900.05 ,"2,905.11","2,881.40",1.74B,-0.62%
2019年7月15日,2902.61 ,2885.98 ,"2,920.16","2,850.10",2.82B,0.02%
2019年7月12日,2902.13 ,2883.09 ,"2,912.90","2,878.20",2.15B,0.50%
2019年7月11日,2887.83 ,2897.47 ,"2,918.94","2,879.64",2.12B,0.31%
2019年7月10日,2878.78 ,2896.70 ,"2,897.58","2,870.67",1.89B,-0.10%
2019年7月9日,2881.55 ,2894.33 ,"2,902.14","2,872.03",2.14B,-0.55%
2019年7月8日,2897.51 ,2944.97 ,"2,944.97","2,877.74",3.37B,-2.17%
2019年7月5日,2961.92 ,2952.71 ,"2,967.98","2,937.60",2.38B,0.29%
2019年7月4日,2953.27 ,2966.33 ,"2,974.80","2,939.97",3.29B,-0.39%
2019年7月3日,2964.73 ,2990.05 ,"2,990.05","2,953.70",3.39B,-1.15%
2019年7月2日,2999.08 ,3000.78 ,"3,003.88","2,988.47",3.46B,-0.13%
2019年7月1日,3002.94 ,2984.65 ,"3,011.91","2,978.75",4.26B,2.47%
2019年6月28日,2930.60 ,2932.69 ,"2,937.29","2,911.67",2.37B,-0.22%
2019年6月27日,2937.13 ,2917.20 ,"2,952.91","2,914.96",3.35B,1.16%
2019年6月26日,2903.49 ,2896.76 ,"2,915.24","2,891.00",2.40B,-0.23%
2019年6月25日,2910.12 ,2946.02 ,"2,946.71","2,875.37",3.82B,-1.34%
2019年6月24日,2949.52 ,2942.51 ,"2,958.02","2,931.67",2.90B,0.37%
2019年6月21日,2938.77 ,2939.65 ,"2,958.23","2,929.90",4.66B,-0.13%
2019年6月20日,2942.63 ,2847.32 ,"2,954.03","2,846.44",5.74B,3.51%
2019年6月19日,2842.74 ,2872.07 ,"2,879.23","2,842.42",4.12B,1.29%
2019年6月18日,2806.45 ,2800.83 ,"2,809.87","2,785.38",2.17B,0.46%
2019年6月17日,2793.70 ,2785.47 ,"2,813.45","2,785.47",2.05B,0.29%
2019年6月14日,2785.61 ,2798.40 ,"2,816.18","2,781.72",2.61B,-0.32%
2019年6月13日,2794.54 ,2798.02 ,"2,804.76","2,771.86",2.35B,-0.08%
2019年6月12日,2796.73 ,2802.53 ,"2,805.01","2,790.18",2.64B,-0.57%
2019年6月11日,2812.90 ,2750.54 ,"2,816.99","2,750.54",4.09B,2.53%
2019年6月10日,2743.37 ,2717.91 ,"2,752.88","2,712.16",2.71B,1.35%
2019年6月6日,2706.76 ,2727.70 ,"2,727.70","2,701.92",2.14B,-0.47%
2019年6月5日,2719.59 ,2741.94 ,"2,747.23","2,717.93",2.58B,-0.06%
2019年6月4日,2721.31 ,2744.70 ,"2,746.51","2,713.80",2.23B,-0.79%
2019年6月3日,2743.06 ,2737.81 ,"2,762.08","2,723.93",2.71B,0.52%
2019年5月31日,2728.95 ,2740.30 ,"2,762.39","2,728.95",2.22B,-0.51%
2019年5月30日,2742.96 ,2748.43 ,"2,752.69","2,721.88",2.44B,-0.47%
2019年5月29日,2755.81 ,2728.44 ,"2,780.31","2,724.85",2.49B,0.26%
2019年5月28日,2748.80 ,2719.06 ,"2,759.78","2,716.31",3.47B,0.97%
2019年5月27日,2722.33 ,2696.26 ,"2,731.30","2,667.38",2.72B,0.75%
2019年5月24日,2702.03 ,2693.88 ,"2,722.34","2,692.53",2.12B,0.60%
2019年5月23日,2685.93 ,2710.57 ,"2,713.94","2,679.54",2.78B,-1.46%
2019年5月22日,2725.73 ,2739.11 ,"2,745.86","2,714.65",2.32B,-0.51%
2019年5月21日,2739.79 ,2717.87 ,"2,764.48","2,712.04",2.70B,0.90%
2019年5月20日,2715.43 ,2726.07 ,"2,746.66","2,697.61",3.12B,-0.72%
2019年5月17日,2735.21 ,2792.08 ,"2,792.51","2,728.93",3.01B,-2.01%
2019年5月16日,2791.41 ,2777.85 ,"2,793.76","2,766.15",2.89B,0.28%
2019年5月15日,2783.54 ,2743.78 ,"2,797.15","2,743.78",3.07B,2.16%
2019年5月14日,2724.73 ,2716.73 ,"2,754.69","2,716.73",2.62B,-0.60%
2019年5月13日,2741.11 ,2751.76 ,"2,767.48","2,736.84",2.66B,-1.88%
2019年5月10日,2793.76 ,2731.58 ,"2,798.87","2,698.81",3.95B,3.52%
2019年5月9日,2698.78 ,2740.35 ,"2,748.01","2,686.47",3.08B,-2.16%
2019年5月8日,2758.24 ,2753.61 ,"2,796.47","2,750.93",3.04B,-1.71%
2019年5月7日,2806.26 ,2814.47 ,"2,833.20","2,777.73",3.54B,0.04%
2019年5月6日,2805.04 ,2853.88 ,"2,867.60","2,768.80",6.24B,-4.76%
2019年4月30日,2945.24 ,2935.24 ,"2,955.88","2,919.49",3.21B,0.20%
2019年4月29日,2939.41 ,2906.47 ,"2,968.16","2,899.83",3.92B,1.61%
2019年4月26日,2892.86 ,2913.77 ,"2,930.21","2,892.53",3.66B,-1.20%
2019年4月25日,2927.99 ,2962.74 ,"2,973.22","2,924.02",3.89B,-1.58%
2019年4月24日,2974.85 ,2989.96 ,"3,001.53","2,933.53",3.54B,-0.13%
2019年4月23日,2978.85 ,2968.00 ,"3,007.35","2,964.98",4.11B,0.28%
2019年4月22日,2970.49 ,3047.43 ,"3,048.82","2,962.36",5.68B,-2.36%
2019年4月19日,3042.43 ,3013.67 ,"3,043.93","2,989.55",3.99B,1.25%
